learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size,optim_time,epochs,sampling_type
0.01,1e-05,True,12,24,Sigmoid,0.0738362222909927,0.0844338983297348,1024,0,100,sobol
0.01,1e-06,True,12,24,Sigmoid,0.0823924466967582,0.0853422060608863,2048,0,100,sobol
0.01,1e-05,True,20,12,Sigmoid,0.087423637509346,0.0856063216924667,8192,1,100,sobol
0.01,0.0001,True,12,6,Sigmoid,0.073685698211193,0.0857481434941291,256,0,100,sobol
0.01,1e-06,True,16,12,Sigmoid,0.0842883810400962,0.0860048830509185,2048,0,100,sobol
0.01,1e-07,True,20,24,Sigmoid,0.0769951790571212,0.0861062258481979,1024,0,100,sobol
0.01,1e-05,True,8,12,Sigmoid,0.0845724120736122,0.0862839296460151,2048,0,100,sobol
0.01,1e-05,True,12,12,Sigmoid,0.0553914830088615,0.0865726619958877,256,0,100,sobol
0.01,1e-06,True,8,6,Sigmoid,0.0745459571480751,0.0865938141942024,256,0,100,sobol
0.01,1e-05,True,20,24,Sigmoid,0.0745052471756935,0.0868263691663742,1024,0,100,sobol
0.01,1e-06,True,20,12,Sigmoid,0.0452787429094314,0.0868696123361587,256,0,100,sobol
0.01,0.0001,True,12,12,Sigmoid,0.0512249693274498,0.0882741585373878,256,0,100,sobol
0.01,0.0001,True,12,6,Sigmoid,0.0484813004732131,0.0884663313627243,128,0,100,sobol
0.01,1e-06,True,12,24,Sigmoid,0.0724618136882782,0.088700920343399,512,0,100,sobol
0.01,0.0001,True,16,24,Sigmoid,0.0617412030696868,0.0888664349913597,512,0,100,sobol
0.01,1e-07,True,8,6,Sigmoid,0.0765897929668426,0.0888685956597328,256,0,100,sobol
0.01,1e-07,True,12,24,Sigmoid,0.0666401088237762,0.0888803228735923,512,0,100,sobol
0.01,1e-06,True,12,24,Sigmoid,0.076837882399559,0.0888968482613563,1024,0,100,sobol
0.01,1e-07,True,4,6,Sigmoid,0.0872009620070457,0.0896383672952652,1024,0,100,sobol
0.01,1e-07,True,20,24,Sigmoid,0.0880546271800994,0.0899996012449264,4096,1,100,sobol
0.01,1e-06,True,8,24,Sigmoid,0.0796519219875335,0.0903093516826629,1024,0,100,sobol
0.01,1e-05,True,8,24,Sigmoid,0.0737671256065368,0.0903665870428085,512,0,100,sobol
0.01,1e-05,True,8,6,Sigmoid,0.0899901539087295,0.0904346778988838,4096,0,100,sobol
0.01,1e-05,True,8,6,Sigmoid,0.0897940099239349,0.0907779037952423,1024,0,100,sobol
0.01,1e-07,True,4,6,Sigmoid,0.0895176902413368,0.0909354910254478,2048,0,100,sobol
0.01,1e-06,True,16,12,Sigmoid,0.0621962770819664,0.0909957960247993,256,0,100,sobol
0.01,1e-06,True,8,12,Sigmoid,0.0685615837574005,0.0910214334726333,256,0,100,sobol
0.01,1e-07,True,8,12,Sigmoid,0.0902622118592262,0.0914902687072753,4096,0,100,sobol
0.01,1e-06,True,8,6,Sigmoid,0.0612491033971309,0.0920469313859939,128,0,100,sobol
0.01,1e-06,True,8,12,Sigmoid,0.0928006619215011,0.0929069221019744,8192,0,100,sobol
0.01,1e-05,True,8,6,Sigmoid,0.0911476016044616,0.0935594663023948,512,0,100,sobol
0.01,0.0001,True,8,6,Sigmoid,0.0663022249937057,0.093729130923748,128,0,100,sobol
0.01,1e-07,True,12,24,Sigmoid,0.0910439193248748,0.0939169153571128,8192,1,100,sobol
0.01,1e-07,True,16,12,Sigmoid,0.0578414127230644,0.0940601453185081,256,0,100,sobol
0.01,1e-07,True,4,6,Sigmoid,0.0938933789730072,0.0941002294421196,4096,0,100,sobol
0.01,1e-05,True,8,6,Sigmoid,0.0949613749980926,0.0947756394743919,8192,0,100,sobol
0.01,1e-05,True,20,24,Sigmoid,0.0706598311662674,0.0950555056333541,512,0,100,sobol
0.01,1e-05,True,8,24,Sigmoid,0.0918777137994766,0.0957478433847427,8192,1,100,sobol
0.01,1e-06,True,8,24,Sigmoid,0.0907314345240593,0.0958763286471366,4096,0,100,sobol
0.01,1e-06,True,8,12,Sigmoid,0.0916465669870376,0.0964104831218719,2048,0,100,sobol
0.01,0.0001,True,4,6,Sigmoid,0.0945538803935051,0.0969235301017761,1024,0,100,sobol
0.01,1e-05,True,4,6,Sigmoid,0.0954566597938537,0.0969404429197311,1024,0,100,sobol
0.01,1e-06,True,20,24,Sigmoid,0.0933179408311843,0.097197487950325,4096,1,100,sobol
0.01,0.0001,True,20,12,Sigmoid,0.0294337030500173,0.0976131856441497,128,0,100,sobol
0.01,1e-05,True,8,12,Sigmoid,0.0679025053977966,0.0981537699699401,256,0,100,sobol
0.01,1e-05,True,8,24,Sigmoid,0.0952735990285873,0.0986787900328636,4096,0,100,sobol
0.01,1e-07,True,12,12,Sigmoid,0.0581930950284004,0.0990762859582901,256,0,100,sobol
0.01,1e-06,True,20,12,Sigmoid,0.0328127965331077,0.0991414114832878,128,0,100,sobol
0.01,1e-06,True,8,24,Sigmoid,0.0980087369680404,0.0997290462255477,8192,1,100,sobol
0.01,1e-06,True,20,24,Sigmoid,0.0521491579711437,0.0998527705669403,256,0,100,sobol
0.01,1e-06,True,20,24,Sigmoid,0.1008712202310562,0.1012545898556709,8192,2,100,sobol
0.001,1e-07,True,16,12,Sigmoid,0.0934788137674331,0.1014694720506668,1024,0,100,sobol
0.01,0.0001,True,4,12,Sigmoid,0.0943288058042526,0.1019548028707504,512,0,100,sobol
0.01,1e-06,True,16,24,Sigmoid,0.0489855483174324,0.1020281761884689,256,0,100,sobol
0.01,1e-06,True,8,6,Sigmoid,0.102240964770317,0.102106362581253,8192,0,100,sobol
0.01,1e-07,True,16,24,Sigmoid,0.0507763549685478,0.1026118323206901,256,0,100,sobol
