learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size,optim_time
0.01,0.0001,True,16,6,Sigmoid,0.009754500351846218,0.01140584982931614,8192,2
0.01,1e-05,True,20,24,Sigmoid,0.010570057667791843,0.01252688653767109,8192,12
0.01,1e-07,True,20,12,Sigmoid,0.011475774459540844,0.012545707635581493,8192,5
0.01,1e-05,True,20,6,Sigmoid,0.011193681508302689,0.012673549354076385,8192,2
0.01,1e-07,True,16,24,Sigmoid,0.009943871758878231,0.012718409299850464,8192,9
0.01,1e-07,True,12,12,Sigmoid,0.011586482636630535,0.01327805407345295,8192,4
0.01,1e-05,True,12,6,Sigmoid,0.012912657111883163,0.013316006399691105,8192,3
0.01,1e-07,True,20,6,Sigmoid,0.011905672028660774,0.013415875844657421,8192,4
0.01,0.0001,True,20,6,Sigmoid,0.012745551764965057,0.013653110712766647,8192,2
0.01,1e-07,True,20,6,Sigmoid,0.00993561651557684,0.014200842007994652,4096,2
0.01,1e-07,True,8,6,Sigmoid,0.013483088463544846,0.014354282990098,8192,1
0.01,1e-05,True,8,12,Sigmoid,0.015105931088328362,0.014725014567375183,8192,3
0.01,1e-07,True,16,12,Sigmoid,0.01294216513633728,0.014835137873888016,8192,4
0.01,1e-06,True,20,6,Sigmoid,0.0123215951025486,0.015069103799760342,8192,3
0.01,1e-07,True,20,24,Sigmoid,0.012791713699698448,0.01529747899621725,8192,10
0.01,1e-06,True,20,6,Sigmoid,0.009925073012709618,0.015372318215668201,4096,1
0.01,1e-06,True,16,6,Sigmoid,0.009252629242837429,0.015462949872016907,4096,1
0.01,1e-05,True,16,12,Sigmoid,0.010596788488328457,0.015482435002923012,2048,2
0.01,1e-07,True,12,6,Sigmoid,0.01430550403892994,0.015501316636800766,8192,2
0.01,0.0001,True,12,6,Sigmoid,0.013526580296456814,0.015562817454338074,8192,2
0.01,1e-05,True,16,6,Sigmoid,0.010478065349161625,0.015633475035429,4096,1
0.01,1e-07,True,8,24,Sigmoid,0.014685193076729774,0.015637950971722603,8192,6
0.01,1e-05,True,20,12,Sigmoid,0.011429624632000923,0.015694987028837204,4096,3
0.01,1e-05,True,16,6,Sigmoid,0.013932756148278713,0.015716351568698883,8192,2
0.01,1e-07,True,16,24,Sigmoid,0.010234404355287552,0.015787020325660706,4096,5
0.01,0.0001,True,20,6,Sigmoid,0.010986117646098137,0.015960102900862694,2048,1
0.01,1e-06,True,16,12,Sigmoid,0.012958681210875511,0.01600399799644947,4096,2
0.01,1e-07,True,12,6,Sigmoid,0.01221770141273737,0.016053535044193268,4096,1
