learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size
0.001,0.0001,True,16,24,Sigmoid,0.020169150084257126,0.023440837860107422,8192
0.01,1e-05,True,8,12,Sigmoid,0.015523268841207027,0.023616714403033257,512
0.001,1e-05,True,16,12,Sigmoid,0.013149794191122055,0.023675480857491493,1024
0.01,1e-07,True,8,6,Sigmoid,0.010923258028924465,0.023902595043182373,256
0.01,0.0001,True,8,6,Sigmoid,0.011121400631964207,0.024049457162618637,256
0.01,0.0001,True,16,12,Sigmoid,0.023451194167137146,0.024259991943836212,4096
0.01,0.0001,True,16,12,Sigmoid,0.013885452412068844,0.024290770292282104,256
0.01,0.0001,True,16,6,Sigmoid,0.025272751227021217,0.024457277730107307,2048
0.01,1e-06,True,16,12,Sigmoid,0.021199118345975876,0.024460580199956894,1024
0.01,1e-06,True,4,6,Sigmoid,0.024132104590535164,0.024464868009090424,8192
0.01,0.0001,True,4,12,Sigmoid,0.02403337135910988,0.02453019469976425,2048
0.01,1e-05,True,4,6,Sigmoid,0.024369237944483757,0.02463088370859623,8192
0.001,1e-05,True,16,12,Sigmoid,0.020603366196155548,0.02488896995782852,4096
0.001,0.0001,True,16,6,Sigmoid,0.012273881584405899,0.025079334154725075,512
0.01,1e-06,True,4,12,Sigmoid,0.024162359535694122,0.02509189024567604,4096
0.01,1e-06,True,16,6,Sigmoid,0.004454051610082388,0.02512037754058838,256
0.01,1e-06,True,16,12,Sigmoid,0.02157108671963215,0.025184273719787598,512
0.001,1e-05,True,16,12,Sigmoid,0.020377233624458313,0.02531661093235016,2048
0.01,1e-06,True,4,12,Sigmoid,0.024447491392493248,0.025325952097773552,8192
0.001,1e-06,True,16,24,Sigmoid,0.023711945861577988,0.025356773287057877,4096
0.01,1e-05,True,8,24,Sigmoid,0.016481216996908188,0.025357140228152275,512
0.01,1e-06,True,8,24,Sigmoid,0.026538753882050514,0.025388680398464203,2048
0.001,0.0001,True,8,6,Sigmoid,0.0248006209731102,0.025520529597997665,4096
0.01,0.0001,True,4,6,Sigmoid,0.02605842612683773,0.0255256500095129,4096
0.001,1e-07,True,8,6,Sigmoid,0.025022359564900398,0.025577839463949203,8192
0.01,0.0001,True,4,12,Sigmoid,0.02475021779537201,0.02567899413406849,8192
0.01,1e-05,True,4,12,Sigmoid,0.02349095791578293,0.02571946009993553,2048
0.01,1e-07,True,4,12,Sigmoid,0.022699564695358276,0.025741275399923325,1024
0.01,1e-07,True,4,12,Sigmoid,0.02585911564528942,0.025777656584978104,4096
0.01,0.0001,True,8,24,Sigmoid,0.0261448472738266,0.02587907761335373,8192
0.001,1e-05,True,16,6,Sigmoid,0.010963177308440208,0.025951892137527466,512
0.01,0.0001,True,4,12,Sigmoid,0.02576504275202751,0.025998342782258987,4096
0.01,1e-05,True,4,24,Sigmoid,0.024946285411715508,0.026125971227884293,4096
0.01,1e-06,True,4,12,Sigmoid,0.024078313261270523,0.02618562988936901,1024
0.01,1e-07,True,4,6,Sigmoid,0.0263504758477211,0.026284709572792053,2048
0.01,1e-07,True,4,24,Sigmoid,0.02555297315120697,0.026382308453321457,4096
0.01,0.0001,True,16,12,Sigmoid,0.023174308240413666,0.026452211663126945,1024
0.01,1e-07,True,4,6,Sigmoid,0.025057634338736534,0.026477867737412453,1024
0.001,0.0001,True,16,12,Sigmoid,0.02382069267332554,0.026553070172667503,4096
0.01,0.0001,True,16,12,Sigmoid,0.02505728229880333,0.026573091745376587,8192
0.01,0.0001,True,4,6,Sigmoid,0.02464350312948227,0.02677088789641857,512
