learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size,optim_time
0.01,1e-05,True,20,6,Sigmoid,0.07833139598369598,0.13659891486167908,1024,0
0.01,1e-06,True,20,6,Sigmoid,0.08004419505596161,0.13948339223861694,1024,0
0.01,0.0001,True,16,12,Sigmoid,0.1145022064447403,0.14925087988376617,1024,1
0.01,1e-05,True,20,12,Sigmoid,0.0698997974395752,0.15079280734062195,1024,1
0.01,1e-06,True,16,6,Sigmoid,0.08694639056921005,0.1509300172328949,1024,0
0.01,0.0001,True,20,12,Sigmoid,0.10112739354372025,0.15212681889533997,1024,1
0.01,1e-05,True,16,24,Sigmoid,0.10154051333665848,0.1598455309867859,1024,2
0.01,0.0001,True,20,6,Sigmoid,0.09524676948785782,0.1627185344696045,1024,0
0.01,1e-07,True,16,12,Sigmoid,0.11820358783006668,0.16299782693386078,1024,1
0.01,0.0001,True,16,6,Sigmoid,0.1055498868227005,0.17873775959014893,1024,0
0.01,1e-05,True,16,6,Sigmoid,0.07677218317985535,0.17986759543418884,1024,0
0.01,1e-05,True,12,12,Sigmoid,0.13509231805801392,0.18174220621585846,1024,1
0.01,1e-07,True,20,6,Sigmoid,0.1120012179017067,0.1825462132692337,512,0
0.01,1e-07,True,20,12,Sigmoid,0.13275915384292603,0.183205246925354,1024,1
0.01,0.0001,True,16,24,Sigmoid,0.12379388511180878,0.18441033363342285,1024,2
0.01,1e-07,True,20,6,Sigmoid,0.15015631914138794,0.18589134514331818,1024,0
0.01,1e-05,True,20,6,Sigmoid,0.08393160998821259,0.18914228677749634,512,0
0.01,1e-06,True,16,24,Sigmoid,0.1327303946018219,0.19098550081253052,1024,2
0.01,1e-05,True,16,12,Sigmoid,0.1356557011604309,0.19278831779956818,1024,1
0.01,1e-06,True,20,12,Sigmoid,0.11435416340827942,0.19281868636608124,1024,1
0.01,1e-06,True,16,12,Sigmoid,0.11713208258152008,0.19443833827972412,512,1
0.01,1e-06,True,12,12,Sigmoid,0.13912662863731384,0.19717399775981903,1024,1
0.01,0.0001,True,20,24,Sigmoid,0.08564503490924835,0.20240557193756104,512,2
0.01,1e-06,True,20,24,Sigmoid,0.21433864533901215,0.2027561217546463,1024,3
0.01,0.0001,True,20,12,Sigmoid,0.09005197882652283,0.203396737575531,512,1
0.01,1e-07,True,16,24,Sigmoid,0.1210094764828682,0.20402194559574127,512,2
0.01,1e-07,True,12,6,Sigmoid,0.13264387845993042,0.2051134705543518,1024,0
0.01,0.0001,True,16,6,Sigmoid,0.08697375655174255,0.20672649145126343,512,0
0.01,1e-06,True,20,6,Sigmoid,0.10365944355726242,0.20749734342098236,512,0
0.01,1e-05,True,20,12,Sigmoid,0.08214657008647919,0.20866797864437103,512,1
0.01,1e-07,True,12,12,Sigmoid,0.17616736888885498,0.21094869077205658,1024,1
0.01,1e-07,True,16,6,Sigmoid,0.16495054960250854,0.2147584855556488,1024,0
0.01,1e-07,True,20,24,Sigmoid,0.10926691442728043,0.21781916916370392,512,2
0.01,1e-07,True,16,24,Sigmoid,0.17347875237464905,0.21923905611038208,1024,2
0.01,1e-07,True,12,6,Sigmoid,0.12899351119995117,0.21973171830177307,512,0
0.01,1e-07,True,16,6,Sigmoid,0.11625728756189346,0.2210140973329544,512,0
0.01,1e-07,True,20,24,Sigmoid,0.16566312313079834,0.2216264009475708,1024,3
0.01,1e-06,True,12,6,Sigmoid,0.11885126680135727,0.22198501229286194,1024,0
0.01,1e-06,True,20,12,Sigmoid,0.0777367427945137,0.2229538857936859,512,1
0.01,1e-06,True,16,12,Sigmoid,0.11320825666189194,0.22911228239536285,1024,1
0.01,1e-07,True,12,24,Sigmoid,0.1693151295185089,0.2327113151550293,1024,2
0.01,1e-05,True,12,6,Sigmoid,0.12053580582141876,0.23318810760974884,512,0
0.01,1e-05,True,20,24,Sigmoid,0.10448912531137466,0.23369371891021729,512,2
0.01,1e-07,True,20,12,Sigmoid,0.10961773991584778,0.23838528990745544,512,1
0.01,1e-05,True,20,24,Sigmoid,0.188707634806633,0.24459445476531982,1024,3
0.01,0.0001,True,16,12,Sigmoid,0.1391487419605255,0.2480955719947815,512,1
0.01,0.0001,True,16,24,Sigmoid,0.1274023950099945,0.2487630546092987,512,2
0.01,1e-07,True,8,12,Sigmoid,0.23485562205314636,0.24898619949817657,1024,1
0.01,0.0001,True,12,6,Sigmoid,0.1852284073829651,0.2509253919124603,1024,0
0.01,0.0001,True,20,6,Sigmoid,0.10788099467754364,0.25986942648887634,512,0
0.01,1e-06,True,20,24,Sigmoid,0.11921148747205734,0.26128339767456055,512,2
0.01,1e-05,True,12,6,Sigmoid,0.14385879039764404,0.27147722244262695,1024,0
0.01,0.0001,True,8,6,Sigmoid,0.22350956499576569,0.2803349494934082,512,0
0.01,1e-07,True,16,12,Sigmoid,0.2115379124879837,0.2861846685409546,512,1
0.01,1e-05,True,16,12,Sigmoid,0.08097796142101288,0.2873084843158722,256,1
0.01,1e-06,True,8,6,Sigmoid,0.21684329211711884,0.296934574842453,512,0
0.01,0.0001,True,12,12,Sigmoid,0.2005474865436554,0.2981482744216919,1024,1
0.01,0.0001,True,8,12,Sigmoid,0.22470007836818695,0.3014782667160034,1024,1
0.01,1e-05,True,8,6,Sigmoid,0.22917617857456207,0.3028911054134369,1024,0
0.01,1e-06,True,16,6,Sigmoid,0.14699222147464752,0.3029075264930725,512,0
0.01,1e-05,True,12,12,Sigmoid,0.15934382379055023,0.3152340352535248,512,1
0.01,0.0001,True,12,24,Sigmoid,0.25130027532577515,0.31536829471588135,1024,3
0.01,0.0001,True,12,12,Sigmoid,0.24553897976875305,0.31674128770828247,512,1
0.01,1e-06,True,20,6,Sigmoid,0.09900905191898346,0.31680533289909363,256,0
0.01,1e-05,True,12,24,Sigmoid,0.2406785935163498,0.31998181343078613,1024,2
0.01,1e-05,True,16,6,Sigmoid,0.14153017103672028,0.32001280784606934,512,0
0.01,1e-05,True,16,12,Sigmoid,0.14631575345993042,0.3229047656059265,512,1
0.01,1e-06,True,8,6,Sigmoid,0.2691143751144409,0.32894957065582275,1024,0
0.01,1e-05,True,8,12,Sigmoid,0.22983483970165253,0.33262377977371216,512,1
0.01,1e-06,True,16,24,Sigmoid,0.23552767932415009,0.33405789732933044,512,2
0.01,1e-06,True,12,6,Sigmoid,0.17588317394256592,0.33926287293434143,512,0
0.01,0.0001,True,20,6,Sigmoid,0.07748706638813019,0.3482019007205963,256,0
0.01,1e-05,True,20,6,Sigmoid,0.0792294591665268,0.3518728017807007,256,0
0.01,0.0001,True,8,6,Sigmoid,0.21614983677864075,0.35520943999290466,1024,0
0.01,0.0001,True,8,12,Sigmoid,0.2591996192932129,0.361809104681015,512,1
0.01,1e-05,True,12,12,Sigmoid,0.12058857828378677,0.3641933798789978,128,0
0.01,1e-05,True,8,6,Sigmoid,0.3114774823188782,0.3700162470340729,512,0
0.01,1e-06,True,16,12,Sigmoid,0.14506973326206207,0.374941885471344,256,1
0.01,1e-07,True,16,12,Sigmoid,0.19241873919963837,0.3786413371562958,256,1
0.01,1e-07,True,8,6,Sigmoid,0.3012252449989319,0.3790953755378723,1024,0
0.01,1e-05,True,16,6,Sigmoid,0.08685673773288727,0.37925323843955994,256,0
0.01,1e-07,True,16,6,Sigmoid,0.07134613394737244,0.3812828063964844,128,0
0.01,1e-07,True,20,12,Sigmoid,0.05949319154024124,0.38536977767944336,128,1
0.01,0.0001,True,20,12,Sigmoid,0.10883273184299469,0.3890678286552429,256,1
0.01,0.0001,True,16,6,Sigmoid,0.06977418065071106,0.38939976692199707,256,0
0.01,1e-07,True,8,24,Sigmoid,0.3630259037017822,0.3901772201061249,1024,2
0.01,1e-07,True,12,6,Sigmoid,0.14235436916351318,0.3902057707309723,256,0
0.01,0.0001,True,12,6,Sigmoid,0.10048212110996246,0.39502930641174316,128,0
0.01,0.0001,True,12,12,Sigmoid,0.1555219441652298,0.39610421657562256,256,1
0.01,1e-07,True,12,24,Sigmoid,0.2379745990037918,0.39734336733818054,512,2
0.01,1e-06,True,12,12,Sigmoid,0.13668814301490784,0.40161362290382385,256,1
0.01,0.0001,True,8,24,Sigmoid,0.3453524708747864,0.4038678705692291,512,2
0.01,1e-07,True,12,12,Sigmoid,0.25970491766929626,0.4076703190803528,512,1
0.01,1e-07,True,8,6,Sigmoid,0.26443788409233093,0.4088204503059387,512,0
0.01,0.0001,True,16,12,Sigmoid,0.1345916986465454,0.4108467996120453,256,1
0.01,0.0001,True,8,6,Sigmoid,0.2651767134666443,0.4172958731651306,128,0
0.01,1e-07,True,16,24,Sigmoid,0.10854779928922653,0.41829395294189453,256,2
0.01,1e-06,True,12,12,Sigmoid,0.360243022441864,0.4185556173324585,512,1
