learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size,optim_time
0.01,1e-06,True,16,12,Sigmoid,0.05110970884561539,0.09336630254983902,1024,5
0.01,1e-05,True,12,6,Sigmoid,0.05249972641468048,0.11295778304338455,1024,3
0.01,0.0001,True,12,12,Sigmoid,0.0189882330596447,0.11726722121238708,1024,5
0.01,1e-06,True,8,24,Sigmoid,0.033305197954177856,0.11989621818065643,1024,10
0.01,1e-05,True,20,24,Sigmoid,0.025295797735452652,0.12053949385881424,1024,14
0.01,0.0001,True,16,24,Sigmoid,0.025676246732473373,0.12054111808538437,1024,11
0.01,1e-05,True,8,24,Sigmoid,0.06378209590911865,0.12055812776088715,1024,10
0.01,1e-07,True,20,24,Sigmoid,0.021872352808713913,0.12091255187988281,1024,983
0.01,1e-07,True,12,24,Sigmoid,0.01930260844528675,0.12443994730710983,1024,11
0.01,0.0001,True,16,24,Sigmoid,0.04795224219560623,0.12457634508609772,512,9
0.01,0.0001,True,20,24,Sigmoid,0.036044999957084656,0.12557025253772736,1024,38
0.01,1e-05,True,8,12,Sigmoid,0.05140762776136398,0.12652747333049774,1024,5
0.01,1e-05,True,12,12,Sigmoid,0.039900004863739014,0.12733618915081024,1024,5
0.01,1e-06,True,12,12,Sigmoid,0.028326988220214844,0.12915900349617004,1024,6
0.01,1e-05,True,16,24,Sigmoid,0.027514953166246414,0.1306425929069519,1024,11
0.01,1e-07,True,20,24,Sigmoid,0.01796785369515419,0.13100096583366394,512,10
0.01,1e-06,True,20,6,Sigmoid,0.02580571547150612,0.13103707134723663,1024,3
0.01,1e-07,True,16,24,Sigmoid,0.044142965227365494,0.13140876591205597,1024,11
0.01,0.0001,True,8,24,Sigmoid,0.03853287175297737,0.13154198229312897,1024,9
0.01,1e-05,True,4,24,Sigmoid,0.056670594960451126,0.13159026205539703,512,8
0.01,1e-07,True,8,6,Sigmoid,0.036577172577381134,0.13528546690940857,1024,2
0.01,1e-05,True,16,12,Sigmoid,0.01959247514605522,0.13591240346431732,1024,5
0.01,0.0001,True,8,12,Sigmoid,0.032143667340278625,0.1359213888645172,1024,5
0.01,1e-05,True,12,24,Sigmoid,0.05046187341213226,0.1369069367647171,512,984
0.01,1e-07,True,20,12,Sigmoid,0.04482152312994003,0.13691705465316772,1024,6
0.01,1e-05,True,20,12,Sigmoid,0.024250976741313934,0.13713113963603973,1024,6
0.01,0.0001,True,20,6,Sigmoid,0.025770142674446106,0.13757622241973877,1024,3
0.01,1e-06,True,12,6,Sigmoid,0.04767858237028122,0.13795936107635498,1024,3
0.01,1e-07,True,8,24,Sigmoid,0.03351469337940216,0.13806602358818054,512,8
0.01,1e-06,True,8,6,Sigmoid,0.053018201142549515,0.1381607949733734,1024,3
0.01,1e-05,True,16,6,Sigmoid,0.04202056676149368,0.13958585262298584,1024,918
0.01,1e-06,True,16,24,Sigmoid,0.056991927325725555,0.13997994363307953,512,9
0.01,0.0001,True,16,12,Sigmoid,0.0253920815885067,0.14014925062656403,1024,5
0.01,1e-05,True,4,24,Sigmoid,0.04396478086709976,0.14047598838806152,1024,8
0.01,1e-06,True,12,12,Sigmoid,0.03466016799211502,0.14097903668880463,512,4
0.01,1e-06,True,16,6,Sigmoid,0.022080641239881516,0.14240001142024994,1024,3
0.01,1e-06,True,8,24,Sigmoid,0.03099888749420643,0.14282241463661194,512,9
0.01,0.0001,True,20,12,Sigmoid,0.05742070451378822,0.14368054270744324,1024,6
