optimizer,learning_rate,weight_decay,beta_1,beta_2,eps,num_epochs,batch_size,layer_depth,n_layers,activation_function,train_error,test_error,training_set_size,train_time,version,scenario
adam,0.001,1e-07,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.19629068672657013,0.566535472869873,64,9,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.13881418108940125,0.5684990286827087,128,18,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.022187769412994385,0.5685581564903259,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.05552482604980469,0.5721045136451721,64,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.03145262598991394,0.5746302604675293,64,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.01399308443069458,0.5755922794342041,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.013009339570999146,0.5756462812423706,64,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,8,12,Sigmoid,0.2173183709383011,0.5816488862037659,64,34,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.03146417438983917,0.5823450088500977,64,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.019837379455566406,0.583121120929718,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.019705116748809814,0.5852514505386353,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.010690316557884216,0.585991382598877,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.030157864093780518,0.5863293409347534,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.011084452271461487,0.5863308906555176,64,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.15706510841846466,0.5877121090888977,64,17,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,8,12,Sigmoid,0.19709250330924988,0.5880590081214905,32,17,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.14145001769065857,0.589920163154602,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.046703994274139404,0.5909020900726318,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.01903235912322998,0.5971099734306335,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.08907829970121384,0.597626268863678,128,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.17380490899085999,0.6003247499465942,256,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,256.0,4,6,Sigmoid,0.5239354968070984,0.6014382839202881,512,10,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,512.0,4,12,Sigmoid,0.5941210985183716,0.6034748554229736,1024,21,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.11161521077156067,0.6052454113960266,256,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.12726080417633057,0.6054772138595581,64,18,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.009099230170249939,0.6057824492454529,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.02431519329547882,0.6085496544837952,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.019936904311180115,0.6087907552719116,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.021731510758399963,0.609149158000946,64,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.031743183732032776,0.6097225546836853,64,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.16653522849082947,0.6109533309936523,32,16,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.020106106996536255,0.6174851655960083,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.20412477850914001,0.6182558536529541,32,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.04854274541139603,0.619638204574585,128,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.0706980973482132,0.6229724884033203,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.06416471302509308,0.623609185218811,128,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.019639119505882263,0.625459611415863,64,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.016076505184173584,0.6294326782226562,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,8,12,Sigmoid,0.2335422933101654,0.6303846836090088,32,17,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.025247976183891296,0.6317601203918457,128,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.030619412660598755,0.6330430507659912,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.025510430335998535,0.6333863735198975,64,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.018718481063842773,0.6334779858589172,64,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.037964776158332825,0.6340543031692505,64,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.009458601474761963,0.6357196569442749,64,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.03278835117816925,0.6358757615089417,64,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.14105165004730225,0.636916995048523,32,9,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.026385009288787842,0.640478253364563,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.023437470197677612,0.6410588026046753,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.024640336632728577,0.641556441783905,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.09986042976379395,0.6425871253013611,32,8,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.14160478115081787,0.6450744867324829,32,9,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.007753610610961914,0.6464405059814453,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,128.0,4,12,Sigmoid,0.5403110384941101,0.6470440030097961,256,17,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.02377486228942871,0.6515347361564636,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.023098230361938477,0.6516064405441284,32,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.037185996770858765,0.6528517007827759,64,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.06794962286949158,0.654705286026001,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.002176627516746521,0.6565635204315186,64,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.02116057276725769,0.656846284866333,64,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.012596681714057922,0.6580360531806946,64,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.01339256763458252,0.6587836742401123,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.009190469980239868,0.6591460704803467,32,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.01111459732055664,0.660347044467926,64,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.027860969305038452,0.6640602350234985,64,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.22460919618606567,0.665461540222168,32,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.10620906949043274,0.6682440042495728,32,9,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.019606873393058777,0.6682851910591125,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.006663531064987183,0.6694793701171875,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.027674585580825806,0.672167181968689,64,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.07274602353572845,0.6724673509597778,64,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.011228591203689575,0.6740801334381104,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.014691323041915894,0.6753708124160767,64,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.003993958234786987,0.675477921962738,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.013555765151977539,0.6772060990333557,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.005936533212661743,0.6773934960365295,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.10973462462425232,0.6797320246696472,32,9,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.004291146993637085,0.680268406867981,64,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.11289438605308533,0.6825958490371704,32,9,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.035212159156799316,0.6845602989196777,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.22657009959220886,0.6846883893013,32,9,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.013723000884056091,0.6875760555267334,64,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.050288647413253784,0.693413496017456,64,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.007431656122207642,0.6937460899353027,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.007585853338241577,0.6938782334327698,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.015045002102851868,0.6954250931739807,64,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.022956758737564087,0.6972773671150208,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.006981164216995239,0.6973602175712585,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.035022467374801636,0.6979956030845642,64,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.28711438179016113,0.6992494463920593,256,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.05191171169281006,0.70021653175354,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.17945817112922668,0.7008528709411621,64,17,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.04092042148113251,0.70308518409729,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.010817557573318481,0.7064582109451294,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.12457844614982605,0.7142355442047119,32,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.011983081698417664,0.7146130800247192,64,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.19689153134822845,0.7163254022598267,256,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.014397948980331421,0.7178226113319397,32,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.022281795740127563,0.7200703024864197,32,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.01034662127494812,0.7252463102340698,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.1624213457107544,0.7262552976608276,256,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.033769115805625916,0.7295398712158203,64,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.023973777890205383,0.7314951419830322,64,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.23156124353408813,0.732674241065979,32,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.2203252613544464,0.7337508797645569,256,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.016154810786247253,0.7346840500831604,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.00819358229637146,0.7363269329071045,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.018160372972488403,0.7401281595230103,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.01704585552215576,0.7445846796035767,64,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.008263200521469116,0.7466621994972229,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.07923582196235657,0.7472904920578003,64,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.14088281989097595,0.749321460723877,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.01276436448097229,0.7499421834945679,64,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.02667444944381714,0.7509051561355591,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.0454573929309845,0.7513123750686646,64,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.1344519406557083,0.7545287013053894,256,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.010756492614746094,0.7555029392242432,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.019737333059310913,0.7575410604476929,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.0804145336151123,0.7585747241973877,64,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.007645964622497559,0.7593084573745728,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.02819111943244934,0.7612272500991821,64,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.01149037480354309,0.7619109749794006,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.038883402943611145,0.7625645399093628,64,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.008100450038909912,0.7644698023796082,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.08313693106174469,0.766937255859375,64,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.029572635889053345,0.7680023312568665,32,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.030904680490493774,0.7715580463409424,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.01995787024497986,0.7723375558853149,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.6754715442657471,0.7735127210617065,128,9,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.004800707101821899,0.7797188758850098,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.02376076579093933,0.7802301645278931,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,512.0,4,6,Sigmoid,0.7348305583000183,0.7817896604537964,1024,13,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.011494696140289307,0.7822881937026978,32,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,512.0,4,12,Sigmoid,0.7757624387741089,0.7823430299758911,1024,21,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.1882525086402893,0.7825568318367004,256,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.24232134222984314,0.7847732305526733,32,9,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.29657816886901855,0.7859400510787964,256,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.020375996828079224,0.7882248163223267,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.02103632688522339,0.7882878184318542,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.014736682176589966,0.7889186143875122,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.02135944366455078,0.789366602897644,64,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.03680025041103363,0.7912738919258118,64,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.09942540526390076,0.7916096448898315,32,9,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.022158831357955933,0.7961095571517944,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.01134645938873291,0.7970406413078308,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.05539901554584503,0.7988260388374329,64,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.22374898195266724,0.7997219562530518,64,18,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.16636335849761963,0.800580620765686,32,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.013163655996322632,0.8017253279685974,32,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.016612201929092407,0.8035271763801575,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.02086782455444336,0.8045554161071777,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.0010391473770141602,0.8049840331077576,32,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.12892115116119385,0.8051434755325317,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,256.0,4,6,Sigmoid,0.7771425843238831,0.8060659170150757,512,10,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.011074155569076538,0.8093233704566956,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.005386531352996826,0.8126913905143738,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.013557404279708862,0.8145961761474609,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.005132704973220825,0.8241625428199768,32,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.08531579375267029,0.8264670968055725,32,9,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.23956939578056335,0.8278745412826538,128,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.01928800344467163,0.8295665979385376,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.01898515224456787,0.8300949335098267,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.0055384039878845215,0.8307018280029297,16,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.011501669883728027,0.835385799407959,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.03187564015388489,0.8373553156852722,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.026746809482574463,0.838005542755127,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.019834965467453003,0.838083028793335,32,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.025408267974853516,0.8389607667922974,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.12296953052282333,0.8392664194107056,256,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.18057937920093536,0.8399823307991028,256,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.023719102144241333,0.8413163423538208,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.008288949728012085,0.841624915599823,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.032922446727752686,0.8418049812316895,16,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.00982201099395752,0.8427245616912842,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.04519760608673096,0.8429453372955322,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.013730302453041077,0.8456981182098389,64,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.013943850994110107,0.8461747765541077,32,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.04579097032546997,0.8478542566299438,32,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.023435860872268677,0.848705530166626,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.037989288568496704,0.8513919115066528,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.008426487445831299,0.8543548583984375,32,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.013019919395446777,0.8565174341201782,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.009847596287727356,0.8573789596557617,64,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.022793203592300415,0.8617663383483887,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,64.0,4,12,Sigmoid,0.7545368075370789,0.8678619861602783,128,17,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.02901679277420044,0.8681343197822571,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.013992846012115479,0.8694896697998047,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.013068467378616333,0.8703044652938843,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.026161760091781616,0.872065544128418,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.02631092071533203,0.8759915828704834,64,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.010573029518127441,0.8762516975402832,32,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.025017201900482178,0.8764825463294983,32,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.031970083713531494,0.876689612865448,32,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.01969781517982483,0.8790336847305298,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.009828448295593262,0.8795911073684692,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.0038256943225860596,0.8804080486297607,32,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.01825675368309021,0.8825287818908691,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.03867587447166443,0.8826502561569214,64,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.013956129550933838,0.8848972916603088,32,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.021298334002494812,0.8851032853126526,64,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.16411572694778442,0.8868329524993896,256,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.04122507572174072,0.8873099088668823,32,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.002059042453765869,0.8884972929954529,16,4,1,projectile
