optimizer,learning_rate,weight_decay,beta_1,beta_2,eps,num_epochs,batch_size,layer_depth,n_layers,activation_function,train_error,test_error,training_set_size,train_time,version,scenario
adam,0.001,1e-06,0.9,0.99,1e-08,2000,64.0,4,12,Sigmoid,0.15082000195980072,0.1710238754749298,256,34,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.08834442496299744,0.171635240316391,512,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,32.0,4,12,Sigmoid,0.15839263796806335,0.17172665894031525,256,68,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.14535486698150635,0.17177873849868774,512,141,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.16469816863536835,0.17282529175281525,1024,73,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,128.0,4,12,Sigmoid,0.17432859539985657,0.17294755578041077,512,35,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,32.0,4,12,Sigmoid,0.16324371099472046,0.1729605346918106,256,67,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.1608918458223343,0.17307034134864807,1024,143,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.15956217050552368,0.17315171658992767,1024,283,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.17317502200603485,0.1731889843940735,1024,284,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,32.0,16,6,Sigmoid,0.08355460315942764,0.17333050072193146,512,72,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.0638577938079834,0.1735999882221222,256,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.02045559138059616,0.17464938759803772,128,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,32.0,8,12,Sigmoid,0.19035020470619202,0.17494595050811768,256,68,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,8,12,Sigmoid,0.16709662973880768,0.17548930644989014,256,138,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,256.0,4,12,Sigmoid,0.14477622509002686,0.17566780745983124,1024,37,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,32.0,16,6,Sigmoid,0.10226599872112274,0.17619819939136505,256,36,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.16651731729507446,0.1763114631175995,512,823,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.16284829378128052,0.17670796811580658,1024,543,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.0577840730547905,0.17813390493392944,128,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.033867623656988144,0.1781482696533203,256,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.06052674353122711,0.17876003682613373,128,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.07895819842815399,0.17921137809753418,1024,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,512.0,8,6,Sigmoid,0.15772153437137604,0.17945142090320587,1024,13,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.02704077959060669,0.18026810884475708,256,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,128.0,4,12,Sigmoid,0.16011814773082733,0.1805211901664734,512,35,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,512.0,8,6,Sigmoid,0.16221164166927338,0.18158382177352905,1024,13,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.0690430998802185,0.18180817365646362,512,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.1368270367383957,0.18182659149169922,128,9,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.16964174807071686,0.18282225728034973,512,36,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.02478715032339096,0.1831519901752472,128,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.18307749927043915,0.18324200809001923,256,35,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.035264674574136734,0.18344822525978088,256,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,64.0,16,6,Sigmoid,0.1117996871471405,0.18364858627319336,512,37,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,8,12,Sigmoid,0.16897842288017273,0.18405422568321228,512,273,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.14712505042552948,0.1843934953212738,512,141,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.13892653584480286,0.18493008613586426,256,36,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.15451504290103912,0.18529841303825378,512,142,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.021583065390586853,0.18530896306037903,128,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.0373658761382103,0.1855316460132599,128,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.07867464423179626,0.1868957132101059,256,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.09316334873437881,0.18709100782871246,128,9,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.16851741075515747,0.18731345236301422,1024,288,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.1084379330277443,0.18731766939163208,128,9,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.13067734241485596,0.18745385110378265,512,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.06560710817575455,0.1876768171787262,128,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,64.0,16,6,Sigmoid,0.07545225322246552,0.1878339946269989,128,9,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.1343434602022171,0.18787461519241333,256,70,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.16963651776313782,0.18791186809539795,1024,143,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,64.0,8,6,Sigmoid,0.1589387059211731,0.18801218271255493,256,18,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,32.0,16,6,Sigmoid,0.1593988686800003,0.18816404044628143,1024,146,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.058108314871788025,0.18819372355937958,256,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.15214678645133972,0.18820661306381226,512,71,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.17668600380420685,0.18851783871650696,256,136,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,256.0,4,12,Sigmoid,0.19135764241218567,0.18867245316505432,1024,37,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.1652308702468872,0.18869233131408691,1024,143,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.14860516786575317,0.1900559961795807,1024,284,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.16697800159454346,0.1902538537979126,256,1272,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.07565227895975113,0.19121521711349487,512,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,128.0,8,6,Sigmoid,0.13422569632530212,0.19189327955245972,256,9,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.0790151059627533,0.191999614238739,256,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.06313656270503998,0.19213911890983582,512,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,64.0,8,6,Sigmoid,0.10883580148220062,0.19276408851146698,256,18,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.07052749395370483,0.1930626630783081,512,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.16045574843883514,0.1939193606376648,256,70,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.1496371328830719,0.19393694400787354,256,36,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.03956786170601845,0.195054292678833,256,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.06608481705188751,0.19581639766693115,512,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.18055638670921326,0.19654478132724762,256,18,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,64.0,4,12,Sigmoid,0.16564828157424927,0.1967938244342804,256,34,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.07378043234348297,0.19687707722187042,256,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.09572260826826096,0.19702684879302979,256,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,64.0,16,6,Sigmoid,0.07626211643218994,0.19723500311374664,512,37,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.08164603263139725,0.19802738726139069,1024,8,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.005958676338195801,0.19825351238250732,128,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.027403030544519424,0.19880276918411255,256,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,64.0,16,6,Sigmoid,0.10290243476629257,0.1988738477230072,1024,74,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.18257510662078857,0.19910605251789093,256,18,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.07644719630479813,0.19953060150146484,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.16085222363471985,0.19958612322807312,1024,5,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.16881947219371796,0.19978468120098114,512,142,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.1667078286409378,0.200297012925148,1024,287,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.1595786213874817,0.20030364394187927,256,70,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.1954379677772522,0.2012578696012497,1024,539,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.11567778885364532,0.201278954744339,128,18,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.1529400646686554,0.20142008364200592,1024,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,32.0,16,6,Sigmoid,0.12582489848136902,0.2014957070350647,256,36,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,64.0,8,6,Sigmoid,0.13008487224578857,0.20160017907619476,256,18,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.06939037889242172,0.2019418329000473,512,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.029851574450731277,0.20259526371955872,256,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,32.0,16,6,Sigmoid,0.10344892740249634,0.20286083221435547,1024,145,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.11535784602165222,0.20293673872947693,512,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.1879260390996933,0.20322638750076294,512,141,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.19156742095947266,0.20334617793560028,1024,144,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.1507994681596756,0.2038169801235199,64,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.18692085146903992,0.20387376844882965,1024,8,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,128.0,8,6,Sigmoid,0.13712702691555023,0.20391812920570374,256,9,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,8,12,Sigmoid,0.17961940169334412,0.2041853368282318,256,135,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,32.0,16,6,Sigmoid,0.16340991854667664,0.20420491695404053,512,73,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,128.0,16,6,Sigmoid,0.0797836184501648,0.20431523025035858,256,9,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,32.0,4,12,Sigmoid,0.1674206256866455,0.2050568014383316,128,34,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,256.0,8,6,Sigmoid,0.15529771149158478,0.20586562156677246,512,10,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.01686514914035797,0.20606142282485962,128,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,128.0,4,6,Sigmoid,0.19718292355537415,0.20639550685882568,512,19,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.11592763662338257,0.2068936824798584,512,71,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.08170318603515625,0.20696645975112915,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.15842893719673157,0.2069886326789856,256,71,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.1535516083240509,0.20806924998760223,128,18,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.2171529233455658,0.21009455621242523,256,135,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.19683440029621124,0.2105720043182373,1024,5,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.043651118874549866,0.21104605495929718,128,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.1380852311849594,0.21120822429656982,512,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.1746915876865387,0.21123681962490082,512,143,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,32.0,4,12,Sigmoid,0.20187686383724213,0.21173597872257233,256,68,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,32.0,4,12,Sigmoid,0.17352283000946045,0.21174755692481995,128,34,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.1892734169960022,0.21310116350650787,1024,543,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,64.0,4,12,Sigmoid,0.20711392164230347,0.21361106634140015,256,34,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.050977833569049835,0.2139187455177307,256,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,256.0,4,6,Sigmoid,0.21386028826236725,0.21449750661849976,1024,21,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.057435378432273865,0.21464169025421143,256,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,256.0,8,6,Sigmoid,0.1512385755777359,0.2147265374660492,512,10,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.08776506036520004,0.21501466631889343,256,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.1807916760444641,0.2153199315071106,256,71,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,128.0,16,6,Sigmoid,0.08773235976696014,0.21538949012756348,256,9,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.18242983520030975,0.21556714177131653,128,17,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.09232398122549057,0.21594664454460144,256,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,32.0,8,12,Sigmoid,0.14572902023792267,0.2171848714351654,128,34,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.2048867642879486,0.2173299491405487,1024,143,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.17450067400932312,0.21797960996627808,1024,5,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,32.0,4,12,Sigmoid,0.21634182333946228,0.21812129020690918,1024,281,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.1821124255657196,0.218286395072937,256,35,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.04754101485013962,0.2184145152568817,128,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.19659477472305298,0.21882599592208862,256,18,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.09688946604728699,0.21980580687522888,256,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.21826285123825073,0.2198253870010376,256,135,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,8,12,Sigmoid,0.19245804846286774,0.22029973566532135,512,277,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.019178956747055054,0.2212730348110199,128,4,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,64.0,16,6,Sigmoid,0.1375008523464203,0.2222306728363037,256,18,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,64.0,16,6,Sigmoid,0.11805538833141327,0.22230073809623718,256,18,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.17194727063179016,0.22326254844665527,128,18,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,64.0,8,6,Sigmoid,0.17724084854125977,0.2245497703552246,512,37,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,64.0,8,6,Sigmoid,0.10135213285684586,0.22572970390319824,128,9,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.05317854881286621,0.22608810663223267,1024,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.041953615844249725,0.22619794309139252,128,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,32.0,8,12,Sigmoid,0.10997439920902252,0.22642278671264648,128,34,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.013644978404045105,0.2266729474067688,128,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,64.0,4,6,Sigmoid,0.22060561180114746,0.2267225831747055,256,18,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,8,12,Sigmoid,0.20750853419303894,0.2267352044582367,1024,552,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,256.0,8,6,Sigmoid,0.15681591629981995,0.2268909066915512,512,10,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.1863238513469696,0.22898665070533752,128,35,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.03827434033155441,0.22914625704288483,128,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.21715135872364044,0.22968530654907227,512,271,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.20251712203025818,0.22977963089942932,128,17,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.16419574618339539,0.22981274127960205,128,35,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.10115452110767365,0.23013822734355927,256,36,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.1975799798965454,0.2302979975938797,256,70,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,128.0,4,6,Sigmoid,0.18728986382484436,0.23037031292915344,512,19,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.16155582666397095,0.23046395182609558,1024,5,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.13037154078483582,0.23047016561031342,128,18,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,0.20208805799484253,0.23098056018352509,128,68,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.2019626647233963,0.23139888048171997,512,142,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.1226780116558075,0.23144200444221497,256,71,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.17958834767341614,0.2319100797176361,128,35,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.221030592918396,0.23272433876991272,1024,284,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,0.04432908818125725,0.2355642467737198,256,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,64.0,8,6,Sigmoid,0.10283451527357101,0.23799651861190796,128,9,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.21661165356636047,0.23929893970489502,1024,287,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,8,12,Sigmoid,0.029805660247802734,0.2398889660835266,128,8,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.015899136662483215,0.24011509120464325,128,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.13342565298080444,0.24029244482517242,128,35,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.1964471936225891,0.24033713340759277,256,71,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.1543191522359848,0.24044577777385712,128,35,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,32.0,16,6,Sigmoid,0.09799757599830627,0.24115030467510223,256,36,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.053706683218479156,0.24118202924728394,128,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.21733079850673676,0.24166646599769592,256,71,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.07330729067325592,0.24179565906524658,128,8,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.20016032457351685,0.24210405349731445,128,18,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,32.0,4,6,Sigmoid,0.21056582033634186,0.2422453910112381,256,35,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.15014007687568665,0.2424035221338272,256,71,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.1347198784351349,0.24271836876869202,128,35,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,16.0,8,6,Sigmoid,0.1625688076019287,0.2427835464477539,256,71,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.13824614882469177,0.24317249655723572,512,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.19215138256549835,0.2441912740468979,128,35,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.0706811472773552,0.2449485957622528,128,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,64.0,8,6,Sigmoid,0.08371234685182571,0.246021568775177,128,9,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.02434413880109787,0.24603745341300964,128,4,1,projectile
adam,0.01,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.044038303196430206,0.24629242718219757,128,4,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.08306480199098587,0.24674776196479797,256,8,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,0.059474341571331024,0.24745750427246094,128,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.08701514452695847,0.24760594964027405,256,8,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.03455595672130585,0.24767768383026123,128,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,16.0,16,6,Sigmoid,0.21451014280319214,0.24812433123588562,1024,287,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,32.0,16,6,Sigmoid,0.10783308744430542,0.2488252818584442,256,36,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,32.0,8,6,Sigmoid,0.10311783850193024,0.2500232756137848,256,36,1,projectile
adam,0.01,1e-05,0.9,0.99,1e-08,2000,16.0,4,6,Sigmoid,0.2497488558292389,0.25027698278427124,1024,283,1,projectile
adam,0.01,1e-07,0.9,0.99,1e-08,2000,32.0,4,12,Sigmoid,0.1443919837474823,0.2503177225589752,64,17,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.19382527470588684,0.25091028213500977,1024,5,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,128.0,4,12,Sigmoid,0.21306061744689941,0.2510894536972046,512,36,1,projectile
