learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size,optim_time
0.01,1e-07,True,20,6,Sigmoid,0.030607817694544792,0.02685069665312767,1024,2
0.01,1e-07,True,16,6,Sigmoid,0.018993515521287918,0.03114357590675354,1024,2
0.01,1e-07,True,20,24,Sigmoid,0.04112054035067558,0.03553696721792221,1024,10
0.01,1e-05,True,20,6,Sigmoid,0.015166359022259712,0.038006752729415894,1024,2
0.01,1e-05,True,16,6,Sigmoid,0.018411071971058846,0.03864899277687073,1024,2
0.01,1e-05,True,16,24,Sigmoid,0.038811445236206055,0.039991237223148346,1024,15
0.01,0.0001,True,20,6,Sigmoid,0.017825476825237274,0.041274212300777435,512,2
0.01,0.0001,True,16,6,Sigmoid,0.017153602093458176,0.04183409735560417,1024,2
0.01,1e-07,True,20,12,Sigmoid,0.020410604774951935,0.044093333184719086,1024,8
0.01,0.0001,True,12,24,Sigmoid,0.033533282577991486,0.0450216643512249,1024,13
0.01,1e-07,True,12,6,Sigmoid,0.029959743842482567,0.0450984388589859,512,2
0.01,1e-05,True,20,24,Sigmoid,0.045865703374147415,0.045924533158540726,1024,10
0.01,1e-05,True,20,12,Sigmoid,0.022219639271497726,0.04843051731586456,1024,9
0.01,1e-05,True,12,6,Sigmoid,0.05387450009584427,0.04887795448303223,1024,2
0.01,1e-06,True,12,24,Sigmoid,0.029284421354532242,0.04907184839248657,1024,14
0.01,1e-05,True,20,6,Sigmoid,0.02895973064005375,0.04920604079961777,512,2
0.01,1e-07,True,16,12,Sigmoid,0.07067611813545227,0.04923366755247116,512,3
0.01,0.0001,True,12,6,Sigmoid,0.027828238904476166,0.04950437694787979,1024,2
0.01,1e-06,True,20,12,Sigmoid,0.023496977984905243,0.05098029598593712,1024,8
0.01,0.0001,True,20,12,Sigmoid,0.05711737647652626,0.05380413308739662,1024,8
0.01,0.0001,True,16,6,Sigmoid,0.04368646442890167,0.05598355829715729,512,1
0.01,1e-07,True,12,6,Sigmoid,0.039538949728012085,0.056149810552597046,1024,2
0.01,1e-06,True,20,6,Sigmoid,0.020832665264606476,0.056459035724401474,1024,3
0.01,1e-07,True,20,6,Sigmoid,0.04296943172812462,0.05731011927127838,512,2
0.01,1e-06,True,16,6,Sigmoid,0.02776126191020012,0.057323966175317764,1024,2
0.01,0.0001,True,16,12,Sigmoid,0.027952298521995544,0.05841454491019249,512,3
0.01,1e-06,True,16,12,Sigmoid,0.017626505345106125,0.05923669785261154,512,4
0.01,0.0001,True,20,24,Sigmoid,0.04821351170539856,0.06050978600978851,1024,10
0.01,0.0001,True,16,12,Sigmoid,0.03570982441306114,0.06114170700311661,1024,7
0.01,0.0001,True,8,6,Sigmoid,0.03784380853176117,0.0625072717666626,1024,2
0.01,1e-06,True,16,12,Sigmoid,0.0366816446185112,0.06374248117208481,1024,8
0.01,0.0001,True,12,12,Sigmoid,0.046151045709848404,0.0639365017414093,1024,6
0.01,1e-06,True,12,6,Sigmoid,0.024401647970080376,0.06398312002420425,512,2
0.01,1e-07,True,16,12,Sigmoid,0.027805184945464134,0.0642891675233841,1024,7
0.01,0.0001,True,20,6,Sigmoid,0.04884859919548035,0.06545387953519821,1024,2
0.01,1e-05,True,16,12,Sigmoid,0.019516589120030403,0.06578344106674194,512,4
0.01,1e-05,True,12,24,Sigmoid,0.03300704061985016,0.06725318729877472,512,7
0.01,0.0001,True,12,24,Sigmoid,0.04301588609814644,0.06873446702957153,512,7
0.01,1e-06,True,20,24,Sigmoid,0.03833085298538208,0.06895344704389572,1024,10
0.01,1e-07,True,20,12,Sigmoid,0.018219629302620888,0.06970829516649246,512,4
0.01,1e-05,True,8,24,Sigmoid,0.04457045719027519,0.06987227499485016,1024,14
0.01,1e-05,True,8,24,Sigmoid,0.03863294795155525,0.06996892392635345,512,6
0.01,1e-07,True,16,24,Sigmoid,0.03032975271344185,0.0706254318356514,512,7
0.01,0.0001,True,8,12,Sigmoid,0.04991934448480606,0.07264149934053421,512,3
0.01,1e-05,True,16,6,Sigmoid,0.017713412642478943,0.07346631586551666,512,1
0.01,1e-06,True,12,24,Sigmoid,0.027244728058576584,0.0739554911851883,512,8
0.01,1e-07,True,12,24,Sigmoid,0.03029891848564148,0.07410784065723419,512,7
0.01,1e-05,True,16,12,Sigmoid,0.03928171843290329,0.07542732357978821,1024,7
0.01,1e-05,True,8,6,Sigmoid,0.026007357984781265,0.07569180428981781,256,1
0.01,1e-07,True,12,12,Sigmoid,0.03329655900597572,0.07679732888936996,512,3
0.01,1e-06,True,8,24,Sigmoid,0.08123505860567093,0.07847677171230316,1024,12
0.01,1e-06,True,8,12,Sigmoid,0.07160748541355133,0.07964403182268143,1024,4
0.01,1e-05,True,8,6,Sigmoid,0.10273251682519913,0.07971840351819992,512,1
0.01,1e-07,True,8,6,Sigmoid,0.04407268017530441,0.08037051558494568,1024,2
0.01,1e-06,True,16,6,Sigmoid,0.06770427525043488,0.08106091618537903,512,1
0.01,1e-06,True,8,6,Sigmoid,0.04693027585744858,0.0816241204738617,1024,2
0.01,0.0001,True,16,24,Sigmoid,0.044158581644296646,0.08212152123451233,1024,14
0.01,1e-05,True,20,12,Sigmoid,0.061023227870464325,0.08225791901350021,512,4
0.01,0.0001,True,4,12,Sigmoid,0.0741499736905098,0.08247421681880951,1024,3
0.01,1e-05,True,12,12,Sigmoid,0.05390273407101631,0.0842519998550415,512,3
0.01,0.0001,True,12,12,Sigmoid,0.03244084119796753,0.08426479250192642,512,3
0.01,1e-05,True,8,6,Sigmoid,0.056106023490428925,0.08461017161607742,1024,2
0.01,1e-06,True,20,6,Sigmoid,0.053292158991098404,0.08471325039863586,512,2
0.01,0.0001,True,8,12,Sigmoid,0.05645894259214401,0.08513367921113968,1024,4
0.01,1e-07,True,4,6,Sigmoid,0.070609912276268,0.08612807840108871,512,1
0.01,1e-05,True,12,12,Sigmoid,0.06784358620643616,0.08625741302967072,1024,7
0.01,1e-07,True,12,12,Sigmoid,0.045084379613399506,0.08752700686454773,1024,8
0.01,1e-05,True,20,6,Sigmoid,0.011235099285840988,0.08831949532032013,256,1
0.01,1e-05,True,16,6,Sigmoid,0.03980667144060135,0.08867093920707703,256,1
0.01,1e-06,True,4,12,Sigmoid,0.07374561578035355,0.088751882314682,1024,3
0.01,0.0001,True,8,6,Sigmoid,0.04815671965479851,0.08934839069843292,512,1
0.01,1e-06,True,20,12,Sigmoid,0.053966350853443146,0.09046687930822372,512,4
0.01,1e-06,True,16,6,Sigmoid,0.018432173877954483,0.09382470697164536,256,2
0.01,0.0001,True,12,6,Sigmoid,0.030278082937002182,0.09473726898431778,512,1
0.01,0.0001,True,16,12,Sigmoid,0.01813935488462448,0.09487126022577286,256,3
