learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size,optim_time,epochs,sampling_type
0.01,0.0001,True,8,24,Sigmoid,8.21365737915039,8.382610321044922,64,0,100,sobol
0.01,1e-07,True,16,12,Sigmoid,7.60420560836792,8.403623580932617,16,0,100,sobol
0.01,1e-05,True,16,24,Sigmoid,8.07627010345459,8.417192459106445,32,0,100,sobol
0.01,1e-05,True,12,24,Sigmoid,8.42479133605957,8.445192337036133,512,0,100,sobol
0.01,1e-05,True,12,24,Sigmoid,8.418670654296875,8.471607208251953,64,0,100,sobol
0.01,1e-07,True,12,24,Sigmoid,8.506023406982422,8.530719757080078,1024,0,100,sobol
0.01,1e-07,True,12,12,Sigmoid,8.4535493850708,8.540748596191406,128,0,100,sobol
0.01,1e-06,True,12,24,Sigmoid,8.445079803466797,8.559643745422363,128,0,100,sobol
0.01,0.0001,True,12,6,Sigmoid,8.528881072998047,8.565428733825684,512,0,100,sobol
0.01,0.0001,True,12,6,Sigmoid,8.437244415283203,8.579890251159668,128,0,100,sobol
0.01,1e-06,True,12,24,Sigmoid,8.57217025756836,8.610280990600586,512,0,100,sobol
0.01,0.0001,True,12,6,Sigmoid,7.990677833557129,8.616936683654785,32,0,100,sobol
0.01,1e-05,True,12,12,Sigmoid,8.561702728271484,8.646535873413086,256,0,100,sobol
0.01,1e-07,True,16,24,Sigmoid,8.610593795776367,8.658763885498047,128,0,100,sobol
0.01,0.0001,True,12,12,Sigmoid,8.176607131958008,8.66701602935791,16,0,100,sobol
0.01,1e-07,True,8,6,Sigmoid,8.784557342529297,8.82526683807373,1024,0,100,sobol
0.01,0.0001,True,12,24,Sigmoid,8.783096313476562,8.85657787322998,128,0,100,sobol
0.01,1e-06,True,12,6,Sigmoid,8.248958587646484,8.930813789367676,32,0,100,sobol
0.01,0.0001,True,12,12,Sigmoid,8.907841682434082,8.94406795501709,1024,0,100,sobol
0.01,1e-06,True,12,24,Sigmoid,9.008992195129396,9.072151184082031,64,0,100,sobol
0.01,1e-05,True,12,24,Sigmoid,8.962791442871094,9.079471588134766,16,0,100,sobol
0.01,0.0001,True,12,12,Sigmoid,8.695625305175781,9.104759216308594,32,0,100,sobol
0.01,1e-06,True,12,12,Sigmoid,9.08820343017578,9.122037887573242,1024,0,100,sobol
0.01,0.0001,True,12,24,Sigmoid,8.857635498046875,9.156404495239258,16,0,100,sobol
0.01,1e-05,True,8,12,Sigmoid,9.09940242767334,9.204328536987305,128,0,100,sobol
0.01,1e-06,True,8,12,Sigmoid,9.083834648132324,9.204473495483398,128,0,100,sobol
0.01,1e-05,True,12,12,Sigmoid,9.17270851135254,9.215554237365724,512,0,100,sobol
0.01,1e-06,True,12,24,Sigmoid,9.150256156921388,9.215645790100098,256,0,100,sobol
0.01,1e-05,True,8,12,Sigmoid,9.248291015625,9.256404876708984,1024,0,100,sobol
0.01,1e-07,True,12,12,Sigmoid,9.199742317199709,9.277982711791992,256,0,100,sobol
0.01,0.0001,True,12,24,Sigmoid,9.17513656616211,9.33077907562256,32,0,100,sobol
0.01,1e-06,True,12,6,Sigmoid,9.262993812561035,9.364633560180664,256,0,100,sobol
0.01,1e-05,True,12,12,Sigmoid,8.75547981262207,9.410615921020508,16,0,100,sobol
0.01,1e-06,True,12,12,Sigmoid,8.986588478088379,9.417531967163086,32,0,100,sobol
0.01,1e-07,True,12,24,Sigmoid,9.461761474609377,9.478757858276367,256,0,100,sobol
0.01,1e-07,True,8,6,Sigmoid,9.262052536010742,9.490609169006348,64,0,100,sobol
0.01,1e-05,True,12,6,Sigmoid,9.388189315795898,9.49258041381836,128,0,100,sobol
0.01,1e-07,True,8,24,Sigmoid,9.403470993041992,9.505918502807615,256,0,100,sobol
0.01,1e-07,True,12,12,Sigmoid,9.070810317993164,9.543083190917969,16,0,100,sobol
0.01,1e-06,True,8,24,Sigmoid,9.517555236816406,9.576905250549316,256,0,100,sobol
0.01,1e-05,True,12,12,Sigmoid,9.344834327697754,9.594219207763672,32,0,100,sobol
0.01,1e-07,True,8,24,Sigmoid,9.586806297302246,9.600518226623535,1024,0,100,sobol
0.01,1e-07,True,12,6,Sigmoid,9.610913276672363,9.645879745483398,1024,0,100,sobol
0.01,1e-07,True,12,6,Sigmoid,9.492055892944336,9.710335731506348,128,0,100,sobol
0.01,1e-07,True,12,24,Sigmoid,9.659283638000488,9.711592674255373,128,0,100,sobol
0.01,0.0001,True,12,12,Sigmoid,9.704338073730469,9.76542854309082,256,0,100,sobol
0.01,1e-06,True,12,6,Sigmoid,9.080004692077637,9.795270919799805,16,0,100,sobol
0.01,1e-05,True,8,6,Sigmoid,9.782784461975098,9.83168601989746,512,0,100,sobol
0.01,1e-07,True,12,24,Sigmoid,9.76576042175293,9.870994567871094,32,0,100,sobol
0.01,0.0001,True,8,24,Sigmoid,9.861166000366213,9.891775131225586,128,0,100,sobol
0.01,0.0001,True,8,12,Sigmoid,9.887983322143556,9.909189224243164,1024,0,100,sobol
0.01,1e-07,True,12,6,Sigmoid,9.196752548217772,9.92574691772461,16,0,100,sobol
0.01,0.0001,True,8,12,Sigmoid,9.892914772033691,9.941129684448242,128,0,100,sobol
0.01,0.0001,True,8,12,Sigmoid,9.816085815429688,9.950972557067873,32,0,100,sobol
0.01,1e-05,True,12,24,Sigmoid,9.98501968383789,9.968912124633787,32,0,100,sobol
0.01,1e-06,True,8,6,Sigmoid,9.920157432556152,9.977558135986328,512,0,100,sobol
0.01,1e-06,True,8,6,Sigmoid,9.948585510253906,9.996917724609377,1024,0,100,sobol
0.01,1e-06,True,12,12,Sigmoid,10.070341110229492,10.119708061218262,512,0,100,sobol
0.01,0.0001,True,8,24,Sigmoid,10.121692657470703,10.134799003601074,1024,0,100,sobol
0.01,1e-06,True,8,12,Sigmoid,10.105772018432615,10.1395902633667,1024,0,100,sobol
0.01,0.0001,True,8,6,Sigmoid,9.5217924118042,10.140114784240724,16,0,100,sobol
0.01,1e-05,True,8,24,Sigmoid,10.047269821166992,10.176874160766602,16,0,100,sobol
0.01,0.0001,True,12,12,Sigmoid,10.159655570983888,10.18745231628418,512,0,100,sobol
0.01,1e-07,True,12,24,Sigmoid,9.981746673583984,10.209705352783203,16,0,100,sobol
0.01,1e-05,True,12,6,Sigmoid,10.19748878479004,10.249073028564451,512,0,100,sobol
0.01,1e-07,True,12,6,Sigmoid,10.236712455749512,10.275894165039062,512,0,100,sobol
0.01,1e-05,True,8,24,Sigmoid,10.256693840026855,10.284289360046388,512,0,100,sobol
0.01,1e-07,True,12,24,Sigmoid,10.247098922729492,10.322905540466309,64,0,100,sobol
0.01,1e-05,True,12,6,Sigmoid,9.63576889038086,10.418304443359377,16,0,100,sobol
0.01,1e-07,True,8,6,Sigmoid,10.442768096923828,10.446484565734863,512,0,100,sobol
0.01,1e-07,True,8,12,Sigmoid,10.240923881530762,10.449102401733398,32,0,100,sobol
0.01,0.0001,True,8,24,Sigmoid,10.71611499786377,10.731374740600586,512,0,100,sobol
0.01,1e-07,True,8,12,Sigmoid,10.668066024780272,10.74180793762207,128,0,100,sobol
0.01,0.0001,True,8,24,Sigmoid,10.485271453857422,10.749920845031738,16,0,100,sobol
0.01,1e-07,True,8,6,Sigmoid,10.750944137573242,10.786540985107422,256,0,100,sobol
0.01,1e-07,True,8,12,Sigmoid,10.74110984802246,10.82066822052002,64,0,100,sobol
0.01,1e-06,True,8,6,Sigmoid,10.709868431091309,10.867359161376951,64,0,100,sobol
0.01,0.0001,True,8,12,Sigmoid,10.793119430541992,10.86799430847168,256,0,100,sobol
0.01,1e-05,True,8,24,Sigmoid,10.867881774902344,10.915361404418944,256,0,100,sobol
0.01,1e-06,True,8,24,Sigmoid,10.937079429626465,10.927480697631836,32,0,100,sobol
0.01,1e-05,True,8,12,Sigmoid,10.63283348083496,10.97830581665039,16,0,100,sobol
0.01,1e-05,True,8,24,Sigmoid,11.011070251464844,11.03144645690918,1024,0,100,sobol
0.01,1e-05,True,8,24,Sigmoid,11.004667282104492,11.035463333129885,64,0,100,sobol
