learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size,optim_time,epochs,sampling_type
0.01,1e-06,True,8,12,Sigmoid,0.0119412280619144,0.0195647217333316,512,2,1000,sobol
0.01,0.0001,True,12,24,Sigmoid,0.0124623663723468,0.0196081940084695,1024,6,1000,sobol
0.001,1e-06,True,12,12,Sigmoid,0.0184610057622194,0.0196377784013748,8192,13,1000,sobol
0.01,0.0001,True,20,24,Sigmoid,0.0173660386353731,0.0196992009878158,8192,33,1000,sobol
0.01,1e-06,True,8,6,Sigmoid,0.0126074375584721,0.0197164621204137,512,1,1000,sobol
0.01,1e-06,True,20,12,Sigmoid,0.0102170398458838,0.0197444092482328,512,3,1000,sobol
0.01,0.0001,True,12,6,Sigmoid,0.0069899260997772,0.0198138803243637,256,1,1000,sobol
0.01,0.0001,True,8,12,Sigmoid,0.0194697380065917,0.0198260396718978,1024,918,1000,sobol
0.01,0.0001,True,8,24,Sigmoid,0.0184257309883832,0.0198329985141754,4096,11,1000,sobol
0.01,1e-06,True,8,6,Sigmoid,0.0063067330047488,0.0198395997285842,256,1,1000,sobol
0.001,1e-07,True,16,6,Sigmoid,0.0121073629707098,0.0199586376547813,1024,1,1000,sobol
0.001,1e-06,True,12,12,Sigmoid,0.0175066981464624,0.0199904069304466,4096,7,1000,sobol
0.001,1e-07,True,16,24,Sigmoid,0.0177291892468929,0.0200342647731304,8192,25,1000,sobol
0.001,0.0001,True,20,6,Sigmoid,0.0149135822430253,0.0200516581535339,1024,1,1000,sobol
0.01,1e-07,True,8,24,Sigmoid,0.0127803832292556,0.0201599486172199,4096,11,1000,sobol
0.01,1e-06,True,12,24,Sigmoid,0.0138305118307471,0.0202256739139556,8192,25,1000,sobol
0.01,1e-05,True,20,12,Sigmoid,0.0161571744829416,0.0203751996159553,512,3,1000,sobol
0.01,0.0001,True,20,6,Sigmoid,0.0098263099789619,0.0203945077955722,256,1,1000,sobol
0.001,0.0001,True,20,12,Sigmoid,0.0178016275167465,0.0204140972346067,8192,16,1000,sobol
0.001,0.0001,True,16,6,Sigmoid,0.0180295277386903,0.0206189025193452,2048,2,1000,sobol
0.01,1e-06,True,20,24,Sigmoid,0.020203374326229,0.0207716207951307,8192,34,1000,sobol
0.01,0.0001,True,20,24,Sigmoid,0.0192132033407688,0.0209519900381565,2048,12,1000,sobol
0.001,0.0001,True,20,12,Sigmoid,0.0118270870298147,0.0210118312388658,2048,6,1000,sobol
0.01,0.0001,True,16,12,Sigmoid,0.0084752887487411,0.0210254844278097,256,2,1000,sobol
0.01,1e-06,True,16,24,Sigmoid,0.0080487057566642,0.0210896991193294,1024,6,1000,sobol
0.001,1e-07,True,20,6,Sigmoid,0.0183097571134567,0.0211215987801551,8192,9,1000,sobol
0.01,0.0001,True,12,24,Sigmoid,0.0199475325644016,0.0211261790245771,8192,24,1000,sobol
0.001,1e-07,True,20,12,Sigmoid,0.0164903849363327,0.0211318787187337,4096,9,1000,sobol
0.01,1e-07,True,16,24,Sigmoid,0.0065186507999897,0.0211566984653472,512,4,1000,sobol
0.01,1e-07,True,20,12,Sigmoid,0.0102444346994161,0.0212474036961793,512,3,1000,sobol
0.001,0.0001,True,12,6,Sigmoid,0.018891030922532,0.0213570557534694,8192,6,1000,sobol
0.001,1e-07,True,20,24,Sigmoid,0.0162858590483665,0.0216022953391075,4096,21,1000,sobol
0.01,0.0001,True,16,24,Sigmoid,0.020369216799736,0.0217485949397087,2048,10,1000,sobol
0.001,0.0001,True,20,24,Sigmoid,0.0154119487851858,0.021790288388729,4096,21,1000,sobol
0.01,1e-06,True,8,24,Sigmoid,0.0177047383040189,0.0218124408274889,2048,8,1000,sobol
0.001,1e-06,True,20,24,Sigmoid,0.0200048554688692,0.0218428894877433,8192,963,1000,sobol
0.01,1e-06,True,8,6,Sigmoid,0.023648165166378,0.022016741335392,1024,1,1000,sobol
0.001,1e-05,True,20,6,Sigmoid,0.0138270203024148,0.0220318101346492,1024,1,1000,sobol
0.01,1e-05,True,12,24,Sigmoid,0.0178370773792266,0.0220443829894065,8192,24,1000,sobol
0.01,1e-05,True,8,24,Sigmoid,0.016532689332962,0.0221340674906969,1024,5,1000,sobol
0.001,1e-07,True,20,12,Sigmoid,0.0209933016449213,0.022152017802,8192,17,1000,sobol
0.001,0.0001,True,16,6,Sigmoid,0.0195691958069801,0.0222469791769981,8192,6,1000,sobol
0.01,1e-07,True,20,24,Sigmoid,0.0096835829317569,0.0224084947258234,512,5,1000,sobol
0.01,1e-05,True,16,24,Sigmoid,0.019506599754095,0.0225898623466491,4096,16,1000,sobol
0.001,1e-06,True,20,24,Sigmoid,0.0140615403652191,0.0226040296256542,2048,12,1000,sobol
0.001,1e-05,True,12,6,Sigmoid,0.0191892422735691,0.0226567462086677,8192,6,1000,sobol
0.001,1e-07,True,20,24,Sigmoid,0.0199709217995405,0.0226770155131816,8192,21,1000,sobol
0.001,1e-07,True,12,24,Sigmoid,0.0215081200003623,0.0229060389101505,8192,24,1000,sobol
0.001,1e-05,True,12,6,Sigmoid,0.0180831104516983,0.0230195093899965,1024,1,1000,sobol
